#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
obj_become_sorcerer_title;Become Sorcerer;;;;;;;;;;;;;x
obj_become_sorcerer_desc;[This.GetTitledFirstName] does not believe sorcery is only for the chosen ones;;;;;;;;;;;;;x
convince_a_mage;Approach mage with the offer;;;;;;;;;;;;;x
convince_a_mage_desc;I will ask the sorcerer to transfer his powers to me;;;;;;;;;;;;;x
begin_ritual;Ask to transfer their power;;;;;;;;;;;;;x
plot_kidnap_child_title;Kidnap Gifted Child;;;;;;;;;;;;;x
plot_kidnap_child_desc;[This.GetTittledFirstName] will attempt to kidnap this gifted child;;;;;;;;;;;;;x
sacrifice_child;Prepare the ritual;;;;;;;;;;;;;x
sacrifice_child_desc;Sacrifice the Child;;;;;;;;;;;;;x
begin_sacrifice;Prepare the ritual;;;;;;;;;;;;;x
EVTDESCsorcery.0;I have decided to embark on the dangerous quest of becoming a sorcerer. The mission will be dangerous and require all my abilities and resources to succeed. In any case I must prevail. Somewhere in the vast libraries of the world lies the secret of magical power and it is only a matter of time before I will find it.;;;;;;;;;;;;;x
EVTOPTAsorcery.0;Send your emissaries to buy any book on sorcery they can find;;;;;;;;;;;;;x
EVTOPTBsorcery.0;The time is not right, I'll try next year;;;;;;;;;;;;;x
EVTDESCsorcery.1;The only thing these books gave me was a headache, and I am no closer to finding the secret of magic. I could use the help of a court magician, but on the other hand I can try to find it on my own..;;;;;;;;;;;;;x
EVTOPTAsorcery.1;There is no book here that can help in my quest, I need to buy more;;;;;;;;;;;;;x
EVTOPTBsorcery.1;I should ask my court magician for help;;;;;;;;;;;;;x
EVTOPTCsorcery.1;The information must be somewhere in here, I just need to study harder;;;;;;;;;;;;;x
EVTDESCsorcery.2;Not caring much about the financial cost I need to decide how wide of a net I want to cast. Surely the more books I buy the greater my chance of finding the right one.;;;;;;;;;;;;;x
EVTOPTAsorcery.2;I need just a few more books;;;;;;;;;;;;;x
EVTOPTBsorcery.2;A lot will be needed to find what I'm looking for;;;;;;;;;;;;;x
EVTOPTCsorcery.2;I will buy all the books I can find!;;;;;;;;;;;;;x
EVTOPTDsorcery.2;I can't aford any such expenses this year;;;;;;;;;;;;;x
EVTDESCsorcery.3;I have lavishly overspent on books and yet I am no closer to finding what I want.;;;;;;;;;;;;;x
EVTOPTAsorcery.3;It was such a foolish move;;;;;;;;;;;;;x
EVTDESCsorcery.4;Through my efforts and heavy purse I managed to find the information I was looking for. It seems I won't need anyone else's help after all.;;;;;;;;;;;;;x
EVTOPTAsorcery.4;I've learned a bit about sorcery;;;;;;;;;;;;;x
EVTDESCsorcery.5;Mage replies to request for help;;;;;;;;;;;;;x
EVTOPTAsorcery.5;Calcu-calcu;;;;;;;;;;;;;x
EVTDESCsorcery.6;Most Gracious Liege\n I am honored and privileged to receive your request for help and will happily oblige.\n [From.GetBestName];;;;;;;;;;;;;x
EVTOPTAsorcery.6;Excellent;;;;;;;;;;;;;x
EVTDESCsorcery.7;Most illustrious master\n I am honored with your request for help, yet I cannot oblige for I do not think we know each other well enough for me to share magical knowledge with your.\n [From.GetBestName];;;;;;;;;;;;;x
EVTOPTAsorcery.7;What a pompous bastard;;;;;;;;;;;;;x
EVTDESCsorcery.8;Studying with court mage;;;;;;;;;;;;;x
EVTOPTAsorcery.8;calc-calc;;;;;;;;;;;;;x
EVTDESCsorcery.9;I've spent countless sleepless nights with my court magician and I think it started to pay off. Last night [From.GetBestName] has praised my progress so far and the speed with which I am grasping the magical arcana.;;;;;;;;;;;;;x
EVTOPTAsorcery.9;I feel I've learned something valuable today;;;;;;;;;;;;;x
EVTDESCsorcery.10;All these sleepless nights with my court magician are for nothing. [From.GetBestName] dared to scold me for incompetence and childish grasp of the magical arcana.;;;;;;;;;;;;;x
EVTOPTAsorcery.10;Storm out of the room;;;;;;;;;;;;;x
EVTOPTBsorcery.10;Punch [From.GetBestName] in the face;;;;;;;;;;;;;x
EVTDESCsorcery.11;Dear [Root.GetTitledFirstName], I would never trouble you with such minor details, but taking into account your quest I believe a small dotation to upgrade my laboratory would provide most beneficial to our enterprise./n [From.GetBestName];;;;;;;;;;;;;x
EVTOPTAsorcery.11;Very well, if that will help my progress;;;;;;;;;;;;;x
EVTOPTBsorcery.11;I won't be manipulated like this!;;;;;;;;;;;;;x
EVTDESCsorcery.12;The magician wasn't too happy with my blunt reply and quickly found many excuses to not see me again. Like a sneaky fox hid behind the magically guarded doors of the laboratory to never be seen again.;;;;;;;;;;;;;x
EVTOPTAsorcery.12;I am again on my own;;;;;;;;;;;;;x
EVTDESCsorcery.13;While on a break from my studies I wandered into the nearby forest to clear my mind. To my great suprise I spoted an unusual sight. A bunch of cats grouped themselves around a mysterious rock. I have read that cats are able to sense magic, among others the powerful intersections where the powers of chaos cross.;;;;;;;;;;;;;x
EVTOPTAsorcery.13;I should investigate this further;;;;;;;;;;;;;x
EVTDESCsorcery.14;The intersections are places of power which can be used to perform magical rituals of great potency. I should gather some men and venture personally to Nilfgaard's Academy located in its capital, as well as to school libraries of Ban Ard or Thanned to seek answers.;;;;;;;;;;;;;x
EVTOPTAsorcery.14;Time to put my armor and venture on;;;;;;;;;;;;;x
EVTDESCsorcery.15;I have arrived at the academy of Ban Ard, but its gates are shut to those who possess no magical abilities. I need to think of a way to get inside their main library and find the book I need.;;;;;;;;;;;;;x
EVTOPTAsorcery.15;I shall rely on my skill of intrigue and think of a clever plan;;;;;;;;;;;;;x
EVTOPTBsorcery.15;I will rely on my skill of diplomacy to find a peaceful solution to this;;;;;;;;;;;;;x
EVTOPTCsorcery.15;My abilities of intrigue and diplomacy are inadequate to find a way inside;;;;;;;;;;;;;x
EVTDESCsorcery.18;I have arrived at the academy of Thanned, but its gates are shut to those who possess no magical abilities. I need to think of a way inside their main library to find the book I need.;;;;;;;;;;;;;x
EVTDESCsorcery.16;I always felt that planning was my strongest suit, but how much planning is enough?;;;;;;;;;;;;;x
EVTOPTAsorcery.16;A simple plan will be enough;;;;;;;;;;;;;x
EVTOPTBsorcery.16;I need a solid plan if I want to get inside;;;;;;;;;;;;;x
EVTOPTCsorcery.16;It wouldn't hurt spending a few months on figuring out a master plan;;;;;;;;;;;;;x
EVTDESCsorcery.161;While everyone was asleep I sneaked into the library using a half-open window on the main floor. The guards were not aware of my presence and without much effort I located the book I needed and left unseen by anyone.;;;;;;;;;;;;;x
EVTOPTAsorcery.161;Like stealing candy from a baby;;;;;;;;;;;;;x
EVTDESCsorcery.160;When everyone was asleep I sneaked into the library using a half-open window on the main floor. Unfortunately moments after finding the book I was spotted with it by one of the guards. Trying to escape his barrage of magic missles I had to make a jump through a glass window down into a nearby pond.;;;;;;;;;;;;;x
EVTOPTAsorcery.160;The water was cold and shallow;;;;;;;;;;;;;x
EVTDESCsorcery.17;I always felt that diplomacy was my strongers ability, now I need to utilize it well by figuring out what to do next.;;;;;;;;;;;;;x
EVTOPTAsorcery.17;A few kind words can get me anywhere;;;;;;;;;;;;;x
EVTOPTBsorcery.17;A good disguise should do the trick;;;;;;;;;;;;;x
EVTOPTCsorcery.17;You can achieve more with gold and a kind word, than with words alone;;;;;;;;;;;;;x
EVTDESCsorcery.171;I had no problem gaining access to the library by pretending to be a well known university professor. Thinking that I am one of the researchers from Oxenfurt the librarian was more than happy to show me where to find the book I needed.;;;;;;;;;;;;;x
EVTOPTAsorcery.171;I am a true master of smoothtalk;;;;;;;;;;;;;x
EVTDESCsorcery.170;I had no problem gaining access to the library by making everyone believe that I am a well known professor. Or so I thought. Soon after finding the book I was after the librarian pointed me out to a group of guards. Without thinking much I took a jump through a glass window straight into a nearby pond.;;;;;;;;;;;;;x
EVTOPTAsorcery.170;The water was cold and shallow;;;;;;;;;;;;;x
EVTDESCsorcery.99;I do not have the necessary skills to proceed;;;;;;;;;;;;;x
EVTOPTAsorcery.99;I see;;;;;;;;;;;;;x
EVTDESCsorcery.19;I have arived at the city of the golden towers. Its borders stretch from the banks of river alba up to the horizon. It is a sight of splendour that I cannot take long to admire as I need to find a way into the well guarded University Library.;;;;;;;;;;;;;x
EVTOPTAsorcery.19;Nothing opens more doors than a good bribe;;;;;;;;;;;;;x
EVTOPTBsorcery.19;Although I'm not a citizen I could try convincing the guards to let me in;;;;;;;;;;;;;x
EVTOPTCsorcery.19;Stand aside plebeians I am an imperial citizen!;;;;;;;;;;;;;x
EVTDESCsorcery.20;The Imperial Library was bigger than I could foresee, and it took me just minutes to lose my way in the labyrinth of bookshelves. When taking yet another turn I have found myself standing right in front of a section dedicated to the life of see otters and at that point I lost all hope of finding the book I was looking for.;;;;;;;;;;;;;x
EVTOPTAsorcery.20;I think I should risk it and try to find the right section on my own;;;;;;;;;;;;;x
EVTOPTBsorcery.20;There is no shame in asking someone for help;;;;;;;;;;;;;x
EVTOPTCsorcery.20;I am not a fool, let me think. There must be a logical way around this place;;;;;;;;;;;;;x
EVTDESCsorcery.200;Agh, another wrong turn. No matter how much I try I keep on getting lost in this damn place.;;;;;;;;;;;;;x
EVTOPTAsorcery.200;All I can do now is keep trying;;;;;;;;;;;;;x
